D,EDD_order,P,SPT_order,d_by_rank,d_multiset,instance_id,n,p_by_rank,tau_den,tau_num
18,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,6,7]","[2,3,6,7]",n4_o066_r1627,4,"[1,2,3,4]",20,11
18,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,7,6]","[2,3,6,7]",n4_o066_r1628,4,"[1,2,3,4]",20,11
18,"[3,1,2,4]",10,"[1,2,3,4]","[3,6,2,7]","[2,3,6,7]",n4_o066_r1629,4,"[1,2,3,4]",20,11
18,"[4,1,2,3]",10,"[1,2,3,4]","[3,6,7,2]","[2,3,6,7]",n4_o066_r1630,4,"[1,2,3,4]",20,11
18,"[3,1,4,2]",10,"[1,2,3,4]","[3,7,2,6]","[2,3,6,7]",n4_o066_r1631,4,"[1,2,3,4]",20,11
18,"[4,1,3,2]",10,"[1,2,3,4]","[3,7,6,2]","[2,3,6,7]",n4_o066_r1632,4,"[1,2,3,4]",20,11
18,"[2,3,1,4]",10,"[1,2,3,4]","[6,2,3,7]","[2,3,6,7]",n4_o066_r1633,4,"[1,2,3,4]",20,11
18,"[2,4,1,3]",10,"[1,2,3,4]","[6,2,7,3]","[2,3,6,7]",n4_o066_r1634,4,"[1,2,3,4]",20,11
18,"[3,2,1,4]",10,"[1,2,3,4]","[6,3,2,7]","[2,3,6,7]",n4_o066_r1635,4,"[1,2,3,4]",20,11
18,"[4,2,1,3]",10,"[1,2,3,4]","[6,3,7,2]","[2,3,6,7]",n4_o066_r1636,4,"[1,2,3,4]",20,11
18,"[3,4,1,2]",10,"[1,2,3,4]","[6,7,2,3]","[2,3,6,7]",n4_o066_r1637,4,"[1,2,3,4]",20,11
18,"[4,3,1,2]",10,"[1,2,3,4]","[6,7,3,2]","[2,3,6,7]",n4_o066_r1638,4,"[1,2,3,4]",20,11
18,"[2,3,4,1]",10,"[1,2,3,4]","[7,2,3,6]","[2,3,6,7]",n4_o066_r1639,4,"[1,2,3,4]",20,11
18,"[2,4,3,1]",10,"[1,2,3,4]","[7,2,6,3]","[2,3,6,7]",n4_o066_r1640,4,"[1,2,3,4]",20,11
18,"[3,2,4,1]",10,"[1,2,3,4]","[7,3,2,6]","[2,3,6,7]",n4_o066_r1641,4,"[1,2,3,4]",20,11
18,"[4,2,3,1]",10,"[1,2,3,4]","[7,3,6,2]","[2,3,6,7]",n4_o066_r1642,4,"[1,2,3,4]",20,11
18,"[3,4,2,1]",10,"[1,2,3,4]","[7,6,2,3]","[2,3,6,7]",n4_o066_r1643,4,"[1,2,3,4]",20,11
18,"[4,3,2,1]",10,"[1,2,3,4]","[7,6,3,2]","[2,3,6,7]",n4_o066_r1644,4,"[1,2,3,4]",20,11
19,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,6,8]","[2,3,6,8]",n4_o067_r1645,4,"[1,2,3,4]",40,21
19,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,8,6]","[2,3,6,8]",n4_o067_r1646,4,"[1,2,3,4]",40,21
19,"[1,3,2,4]",10,"[1,2,3,4]","[2,6,3,8]","[2,3,6,8]",n4_o067_r1647,4,"[1,2,3,4]",40,21
19,"[1,4,2,3]",10,"[1,2,3,4]","[2,6,8,3]","[2,3,6,8]",n4_o067_r1648,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[2,8,3,6]","[2,3,6,8]",n4_o067_r1649,4,"[1,2,3,4]",40,21
19,"[1,4,3,2]",10,"[1,2,3,4]","[2,8,6,3]","[2,3,6,8]",n4_o067_r1650,4,"[1,2,3,4]",40,21
19,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,6,8]","[2,3,6,8]",n4_o067_r1651,4,"[1,2,3,4]",40,21
19,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,8,6]","[2,3,6,8]",n4_o067_r1652,4,"[1,2,3,4]",40,21
19,"[3,1,2,4]",10,"[1,2,3,4]","[3,6,2,8]","[2,3,6,8]",n4_o067_r1653,4,"[1,2,3,4]",40,21
19,"[4,1,2,3]",10,"[1,2,3,4]","[3,6,8,2]","[2,3,6,8]",n4_o067_r1654,4,"[1,2,3,4]",40,21
19,"[3,1,4,2]",10,"[1,2,3,4]","[3,8,2,6]","[2,3,6,8]",n4_o067_r1655,4,"[1,2,3,4]",40,21
19,"[4,1,3,2]",10,"[1,2,3,4]","[3,8,6,2]","[2,3,6,8]",n4_o067_r1656,4,"[1,2,3,4]",40,21
19,"[2,3,1,4]",10,"[1,2,3,4]","[6,2,3,8]","[2,3,6,8]",n4_o067_r1657,4,"[1,2,3,4]",40,21
19,"[2,4,1,3]",10,"[1,2,3,4]","[6,2,8,3]","[2,3,6,8]",n4_o067_r1658,4,"[1,2,3,4]",40,21
19,"[3,2,1,4]",10,"[1,2,3,4]","[6,3,2,8]","[2,3,6,8]",n4_o067_r1659,4,"[1,2,3,4]",40,21
19,"[4,2,1,3]",10,"[1,2,3,4]","[6,3,8,2]","[2,3,6,8]",n4_o067_r1660,4,"[1,2,3,4]",40,21
19,"[3,4,1,2]",10,"[1,2,3,4]","[6,8,2,3]","[2,3,6,8]",n4_o067_r1661,4,"[1,2,3,4]",40,21
19,"[4,3,1,2]",10,"[1,2,3,4]","[6,8,3,2]","[2,3,6,8]",n4_o067_r1662,4,"[1,2,3,4]",40,21
19,"[2,3,4,1]",10,"[1,2,3,4]","[8,2,3,6]","[2,3,6,8]",n4_o067_r1663,4,"[1,2,3,4]",40,21
19,"[2,4,3,1]",10,"[1,2,3,4]","[8,2,6,3]","[2,3,6,8]",n4_o067_r1664,4,"[1,2,3,4]",40,21
19,"[3,2,4,1]",10,"[1,2,3,4]","[8,3,2,6]","[2,3,6,8]",n4_o067_r1665,4,"[1,2,3,4]",40,21
19,"[4,2,3,1]",10,"[1,2,3,4]","[8,3,6,2]","[2,3,6,8]",n4_o067_r1666,4,"[1,2,3,4]",40,21
19,"[3,4,2,1]",10,"[1,2,3,4]","[8,6,2,3]","[2,3,6,8]",n4_o067_r1667,4,"[1,2,3,4]",40,21
19,"[4,3,2,1]",10,"[1,2,3,4]","[8,6,3,2]","[2,3,6,8]",n4_o067_r1668,4,"[1,2,3,4]",40,21
20,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,6,9]","[2,3,6,9]",n4_o068_r1669,4,"[1,2,3,4]",2,1
20,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,9,6]","[2,3,6,9]",n4_o068_r1670,4,"[1,2,3,4]",2,1
20,"[1,3,2,4]",10,"[1,2,3,4]","[2,6,3,9]","[2,3,6,9]",n4_o068_r1671,4,"[1,2,3,4]",2,1
20,"[1,4,2,3]",10,"[1,2,3,4]","[2,6,9,3]","[2,3,6,9]",n4_o068_r1672,4,"[1,2,3,4]",2,1
20,"[1,3,4,2]",10,"[1,2,3,4]","[2,9,3,6]","[2,3,6,9]",n4_o068_r1673,4,"[1,2,3,4]",2,1
20,"[1,4,3,2]",10,"[1,2,3,4]","[2,9,6,3]","[2,3,6,9]",n4_o068_r1674,4,"[1,2,3,4]",2,1
20,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,6,9]","[2,3,6,9]",n4_o068_r1675,4,"[1,2,3,4]",2,1
20,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,9,6]","[2,3,6,9]",n4_o068_r1676,4,"[1,2,3,4]",2,1
20,"[3,1,2,4]",10,"[1,2,3,4]","[3,6,2,9]","[2,3,6,9]",n4_o068_r1677,4,"[1,2,3,4]",2,1
20,"[4,1,2,3]",10,"[1,2,3,4]","[3,6,9,2]","[2,3,6,9]",n4_o068_r1678,4,"[1,2,3,4]",2,1
20,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,2,6]","[2,3,6,9]",n4_o068_r1679,4,"[1,2,3,4]",2,1
20,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,6,2]","[2,3,6,9]",n4_o068_r1680,4,"[1,2,3,4]",2,1
20,"[2,3,1,4]",10,"[1,2,3,4]","[6,2,3,9]","[2,3,6,9]",n4_o068_r1681,4,"[1,2,3,4]",2,1
20,"[2,4,1,3]",10,"[1,2,3,4]","[6,2,9,3]","[2,3,6,9]",n4_o068_r1682,4,"[1,2,3,4]",2,1
20,"[3,2,1,4]",10,"[1,2,3,4]","[6,3,2,9]","[2,3,6,9]",n4_o068_r1683,4,"[1,2,3,4]",2,1
20,"[4,2,1,3]",10,"[1,2,3,4]","[6,3,9,2]","[2,3,6,9]",n4_o068_r1684,4,"[1,2,3,4]",2,1
20,"[3,4,1,2]",10,"[1,2,3,4]","[6,9,2,3]","[2,3,6,9]",n4_o068_r1685,4,"[1,2,3,4]",2,1
20,"[4,3,1,2]",10,"[1,2,3,4]","[6,9,3,2]","[2,3,6,9]",n4_o068_r1686,4,"[1,2,3,4]",2,1
20,"[2,3,4,1]",10,"[1,2,3,4]","[9,2,3,6]","[2,3,6,9]",n4_o068_r1687,4,"[1,2,3,4]",2,1
20,"[2,4,3,1]",10,"[1,2,3,4]","[9,2,6,3]","[2,3,6,9]",n4_o068_r1688,4,"[1,2,3,4]",2,1
20,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,2,6]","[2,3,6,9]",n4_o068_r1689,4,"[1,2,3,4]",2,1
20,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,6,2]","[2,3,6,9]",n4_o068_r1690,4,"[1,2,3,4]",2,1
20,"[3,4,2,1]",10,"[1,2,3,4]","[9,6,2,3]","[2,3,6,9]",n4_o068_r1691,4,"[1,2,3,4]",2,1
20,"[4,3,2,1]",10,"[1,2,3,4]","[9,6,3,2]","[2,3,6,9]",n4_o068_r1692,4,"[1,2,3,4]",2,1
20,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,7,8]","[2,3,7,8]",n4_o069_r1693,4,"[1,2,3,4]",2,1
20,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,8,7]","[2,3,7,8]",n4_o069_r1694,4,"[1,2,3,4]",2,1
20,"[1,3,2,4]",10,"[1,2,3,4]","[2,7,3,8]","[2,3,7,8]",n4_o069_r1695,4,"[1,2,3,4]",2,1
20,"[1,4,2,3]",10,"[1,2,3,4]","[2,7,8,3]","[2,3,7,8]",n4_o069_r1696,4,"[1,2,3,4]",2,1
20,"[1,3,4,2]",10,"[1,2,3,4]","[2,8,3,7]","[2,3,7,8]",n4_o069_r1697,4,"[1,2,3,4]",2,1
20,"[1,4,3,2]",10,"[1,2,3,4]","[2,8,7,3]","[2,3,7,8]",n4_o069_r1698,4,"[1,2,3,4]",2,1
20,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,7,8]","[2,3,7,8]",n4_o069_r1699,4,"[1,2,3,4]",2,1
20,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,8,7]","[2,3,7,8]",n4_o069_r1700,4,"[1,2,3,4]",2,1
20,"[3,1,2,4]",10,"[1,2,3,4]","[3,7,2,8]","[2,3,7,8]",n4_o069_r1701,4,"[1,2,3,4]",2,1
20,"[4,1,2,3]",10,"[1,2,3,4]","[3,7,8,2]","[2,3,7,8]",n4_o069_r1702,4,"[1,2,3,4]",2,1
20,"[3,1,4,2]",10,"[1,2,3,4]","[3,8,2,7]","[2,3,7,8]",n4_o069_r1703,4,"[1,2,3,4]",2,1
20,"[4,1,3,2]",10,"[1,2,3,4]","[3,8,7,2]","[2,3,7,8]",n4_o069_r1704,4,"[1,2,3,4]",2,1
20,"[2,3,1,4]",10,"[1,2,3,4]","[7,2,3,8]","[2,3,7,8]",n4_o069_r1705,4,"[1,2,3,4]",2,1
20,"[2,4,1,3]",10,"[1,2,3,4]","[7,2,8,3]","[2,3,7,8]",n4_o069_r1706,4,"[1,2,3,4]",2,1
20,"[3,2,1,4]",10,"[1,2,3,4]","[7,3,2,8]","[2,3,7,8]",n4_o069_r1707,4,"[1,2,3,4]",2,1
20,"[4,2,1,3]",10,"[1,2,3,4]","[7,3,8,2]","[2,3,7,8]",n4_o069_r1708,4,"[1,2,3,4]",2,1
20,"[3,4,1,2]",10,"[1,2,3,4]","[7,8,2,3]","[2,3,7,8]",n4_o069_r1709,4,"[1,2,3,4]",2,1
20,"[4,3,1,2]",10,"[1,2,3,4]","[7,8,3,2]","[2,3,7,8]",n4_o069_r1710,4,"[1,2,3,4]",2,1
20,"[2,3,4,1]",10,"[1,2,3,4]","[8,2,3,7]","[2,3,7,8]",n4_o069_r1711,4,"[1,2,3,4]",2,1
20,"[2,4,3,1]",10,"[1,2,3,4]","[8,2,7,3]","[2,3,7,8]",n4_o069_r1712,4,"[1,2,3,4]",2,1
20,"[3,2,4,1]",10,"[1,2,3,4]","[8,3,2,7]","[2,3,7,8]",n4_o069_r1713,4,"[1,2,3,4]",2,1
20,"[4,2,3,1]",10,"[1,2,3,4]","[8,3,7,2]","[2,3,7,8]",n4_o069_r1714,4,"[1,2,3,4]",2,1
20,"[3,4,2,1]",10,"[1,2,3,4]","[8,7,2,3]","[2,3,7,8]",n4_o069_r1715,4,"[1,2,3,4]",2,1
20,"[4,3,2,1]",10,"[1,2,3,4]","[8,7,3,2]","[2,3,7,8]",n4_o069_r1716,4,"[1,2,3,4]",2,1
21,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,7,9]","[2,3,7,9]",n4_o070_r1717,4,"[1,2,3,4]",40,19
21,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,9,7]","[2,3,7,9]",n4_o070_r1718,4,"[1,2,3,4]",40,19
21,"[1,3,2,4]",10,"[1,2,3,4]","[2,7,3,9]","[2,3,7,9]",n4_o070_r1719,4,"[1,2,3,4]",40,19
21,"[1,4,2,3]",10,"[1,2,3,4]","[2,7,9,3]","[2,3,7,9]",n4_o070_r1720,4,"[1,2,3,4]",40,19
21,"[1,3,4,2]",10,"[1,2,3,4]","[2,9,3,7]","[2,3,7,9]",n4_o070_r1721,4,"[1,2,3,4]",40,19
21,"[1,4,3,2]",10,"[1,2,3,4]","[2,9,7,3]","[2,3,7,9]",n4_o070_r1722,4,"[1,2,3,4]",40,19
21,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,7,9]","[2,3,7,9]",n4_o070_r1723,4,"[1,2,3,4]",40,19
21,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,9,7]","[2,3,7,9]",n4_o070_r1724,4,"[1,2,3,4]",40,19
21,"[3,1,2,4]",10,"[1,2,3,4]","[3,7,2,9]","[2,3,7,9]",n4_o070_r1725,4,"[1,2,3,4]",40,19
21,"[4,1,2,3]",10,"[1,2,3,4]","[3,7,9,2]","[2,3,7,9]",n4_o070_r1726,4,"[1,2,3,4]",40,19
21,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,2,7]","[2,3,7,9]",n4_o070_r1727,4,"[1,2,3,4]",40,19
21,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,7,2]","[2,3,7,9]",n4_o070_r1728,4,"[1,2,3,4]",40,19
21,"[2,3,1,4]",10,"[1,2,3,4]","[7,2,3,9]","[2,3,7,9]",n4_o070_r1729,4,"[1,2,3,4]",40,19
21,"[2,4,1,3]",10,"[1,2,3,4]","[7,2,9,3]","[2,3,7,9]",n4_o070_r1730,4,"[1,2,3,4]",40,19
21,"[3,2,1,4]",10,"[1,2,3,4]","[7,3,2,9]","[2,3,7,9]",n4_o070_r1731,4,"[1,2,3,4]",40,19
21,"[4,2,1,3]",10,"[1,2,3,4]","[7,3,9,2]","[2,3,7,9]",n4_o070_r1732,4,"[1,2,3,4]",40,19
21,"[3,4,1,2]",10,"[1,2,3,4]","[7,9,2,3]","[2,3,7,9]",n4_o070_r1733,4,"[1,2,3,4]",40,19
21,"[4,3,1,2]",10,"[1,2,3,4]","[7,9,3,2]","[2,3,7,9]",n4_o070_r1734,4,"[1,2,3,4]",40,19
21,"[2,3,4,1]",10,"[1,2,3,4]","[9,2,3,7]","[2,3,7,9]",n4_o070_r1735,4,"[1,2,3,4]",40,19
21,"[2,4,3,1]",10,"[1,2,3,4]","[9,2,7,3]","[2,3,7,9]",n4_o070_r1736,4,"[1,2,3,4]",40,19
21,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,2,7]","[2,3,7,9]",n4_o070_r1737,4,"[1,2,3,4]",40,19
21,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,7,2]","[2,3,7,9]",n4_o070_r1738,4,"[1,2,3,4]",40,19
21,"[3,4,2,1]",10,"[1,2,3,4]","[9,7,2,3]","[2,3,7,9]",n4_o070_r1739,4,"[1,2,3,4]",40,19
21,"[4,3,2,1]",10,"[1,2,3,4]","[9,7,3,2]","[2,3,7,9]",n4_o070_r1740,4,"[1,2,3,4]",40,19
22,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,8,9]","[2,3,8,9]",n4_o071_r1741,4,"[1,2,3,4]",20,9
22,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,9,8]","[2,3,8,9]",n4_o071_r1742,4,"[1,2,3,4]",20,9
22,"[1,3,2,4]",10,"[1,2,3,4]","[2,8,3,9]","[2,3,8,9]",n4_o071_r1743,4,"[1,2,3,4]",20,9
22,"[1,4,2,3]",10,"[1,2,3,4]","[2,8,9,3]","[2,3,8,9]",n4_o071_r1744,4,"[1,2,3,4]",20,9
22,"[1,3,4,2]",10,"[1,2,3,4]","[2,9,3,8]","[2,3,8,9]",n4_o071_r1745,4,"[1,2,3,4]",20,9
22,"[1,4,3,2]",10,"[1,2,3,4]","[2,9,8,3]","[2,3,8,9]",n4_o071_r1746,4,"[1,2,3,4]",20,9
22,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,8,9]","[2,3,8,9]",n4_o071_r1747,4,"[1,2,3,4]",20,9
22,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,9,8]","[2,3,8,9]",n4_o071_r1748,4,"[1,2,3,4]",20,9
22,"[3,1,2,4]",10,"[1,2,3,4]","[3,8,2,9]","[2,3,8,9]",n4_o071_r1749,4,"[1,2,3,4]",20,9
22,"[4,1,2,3]",10,"[1,2,3,4]","[3,8,9,2]","[2,3,8,9]",n4_o071_r1750,4,"[1,2,3,4]",20,9
22,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,2,8]","[2,3,8,9]",n4_o071_r1751,4,"[1,2,3,4]",20,9
22,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,8,2]","[2,3,8,9]",n4_o071_r1752,4,"[1,2,3,4]",20,9
22,"[2,3,1,4]",10,"[1,2,3,4]","[8,2,3,9]","[2,3,8,9]",n4_o071_r1753,4,"[1,2,3,4]",20,9
22,"[2,4,1,3]",10,"[1,2,3,4]","[8,2,9,3]","[2,3,8,9]",n4_o071_r1754,4,"[1,2,3,4]",20,9
22,"[3,2,1,4]",10,"[1,2,3,4]","[8,3,2,9]","[2,3,8,9]",n4_o071_r1755,4,"[1,2,3,4]",20,9
22,"[4,2,1,3]",10,"[1,2,3,4]","[8,3,9,2]","[2,3,8,9]",n4_o071_r1756,4,"[1,2,3,4]",20,9
22,"[3,4,1,2]",10,"[1,2,3,4]","[8,9,2,3]","[2,3,8,9]",n4_o071_r1757,4,"[1,2,3,4]",20,9
22,"[4,3,1,2]",10,"[1,2,3,4]","[8,9,3,2]","[2,3,8,9]",n4_o071_r1758,4,"[1,2,3,4]",20,9
22,"[2,3,4,1]",10,"[1,2,3,4]","[9,2,3,8]","[2,3,8,9]",n4_o071_r1759,4,"[1,2,3,4]",20,9
22,"[2,4,3,1]",10,"[1,2,3,4]","[9,2,8,3]","[2,3,8,9]",n4_o071_r1760,4,"[1,2,3,4]",20,9
22,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,2,8]","[2,3,8,9]",n4_o071_r1761,4,"[1,2,3,4]",20,9
22,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,8,2]","[2,3,8,9]",n4_o071_r1762,4,"[1,2,3,4]",20,9
22,"[3,4,2,1]",10,"[1,2,3,4]","[9,8,2,3]","[2,3,8,9]",n4_o071_r1763,4,"[1,2,3,4]",20,9
22,"[4,3,2,1]",10,"[1,2,3,4]","[9,8,3,2]","[2,3,8,9]",n4_o071_r1764,4,"[1,2,3,4]",20,9
17,"[1,2,3,4]",10,"[1,2,3,4]","[2,4,5,6]","[2,4,5,6]",n4_o072_r1765,4,"[1,2,3,4]",40,23
17,"[1,2,4,3]",10,"[1,2,3,4]","[2,4,6,5]","[2,4,5,6]",n4_o072_r1766,4,"[1,2,3,4]",40,23
17,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,4,6]","[2,4,5,6]",n4_o072_r1767,4,"[1,2,3,4]",40,23
17,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,6,4]","[2,4,5,6]",n4_o072_r1768,4,"[1,2,3,4]",40,23
17,"[1,3,4,2]",10,"[1,2,3,4]","[2,6,4,5]","[2,4,5,6]",n4_o072_r1769,4,"[1,2,3,4]",40,23
17,"[1,4,3,2]",10,"[1,2,3,4]","[2,6,5,4]","[2,4,5,6]",n4_o072_r1770,4,"[1,2,3,4]",40,23
17,"[2,1,3,4]",10,"[1,2,3,4]","[4,2,5,6]","[2,4,5,6]",n4_o072_r1771,4,"[1,2,3,4]",40,23
17,"[2,1,4,3]",10,"[1,2,3,4]","[4,2,6,5]","[2,4,5,6]",n4_o072_r1772,4,"[1,2,3,4]",40,23
17,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,2,6]","[2,4,5,6]",n4_o072_r1773,4,"[1,2,3,4]",40,23
17,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,6,2]","[2,4,5,6]",n4_o072_r1774,4,"[1,2,3,4]",40,23
17,"[3,1,4,2]",10,"[1,2,3,4]","[4,6,2,5]","[2,4,5,6]",n4_o072_r1775,4,"[1,2,3,4]",40,23
17,"[4,1,3,2]",10,"[1,2,3,4]","[4,6,5,2]","[2,4,5,6]",n4_o072_r1776,4,"[1,2,3,4]",40,23
17,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,4,6]","[2,4,5,6]",n4_o072_r1777,4,"[1,2,3,4]",40,23
17,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,6,4]","[2,4,5,6]",n4_o072_r1778,4,"[1,2,3,4]",40,23
17,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,2,6]","[2,4,5,6]",n4_o072_r1779,4,"[1,2,3,4]",40,23
17,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,6,2]","[2,4,5,6]",n4_o072_r1780,4,"[1,2,3,4]",40,23
17,"[3,4,1,2]",10,"[1,2,3,4]","[5,6,2,4]","[2,4,5,6]",n4_o072_r1781,4,"[1,2,3,4]",40,23
17,"[4,3,1,2]",10,"[1,2,3,4]","[5,6,4,2]","[2,4,5,6]",n4_o072_r1782,4,"[1,2,3,4]",40,23
17,"[2,3,4,1]",10,"[1,2,3,4]","[6,2,4,5]","[2,4,5,6]",n4_o072_r1783,4,"[1,2,3,4]",40,23
17,"[2,4,3,1]",10,"[1,2,3,4]","[6,2,5,4]","[2,4,5,6]",n4_o072_r1784,4,"[1,2,3,4]",40,23
17,"[3,2,4,1]",10,"[1,2,3,4]","[6,4,2,5]","[2,4,5,6]",n4_o072_r1785,4,"[1,2,3,4]",40,23
17,"[4,2,3,1]",10,"[1,2,3,4]","[6,4,5,2]","[2,4,5,6]",n4_o072_r1786,4,"[1,2,3,4]",40,23
17,"[3,4,2,1]",10,"[1,2,3,4]","[6,5,2,4]","[2,4,5,6]",n4_o072_r1787,4,"[1,2,3,4]",40,23
17,"[4,3,2,1]",10,"[1,2,3,4]","[6,5,4,2]","[2,4,5,6]",n4_o072_r1788,4,"[1,2,3,4]",40,23
18,"[1,2,3,4]",10,"[1,2,3,4]","[2,4,5,7]","[2,4,5,7]",n4_o073_r1789,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[2,4,7,5]","[2,4,5,7]",n4_o073_r1790,4,"[1,2,3,4]",20,11
18,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,4,7]","[2,4,5,7]",n4_o073_r1791,4,"[1,2,3,4]",20,11
18,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,7,4]","[2,4,5,7]",n4_o073_r1792,4,"[1,2,3,4]",20,11
18,"[1,3,4,2]",10,"[1,2,3,4]","[2,7,4,5]","[2,4,5,7]",n4_o073_r1793,4,"[1,2,3,4]",20,11
18,"[1,4,3,2]",10,"[1,2,3,4]","[2,7,5,4]","[2,4,5,7]",n4_o073_r1794,4,"[1,2,3,4]",20,11
18,"[2,1,3,4]",10,"[1,2,3,4]","[4,2,5,7]","[2,4,5,7]",n4_o073_r1795,4,"[1,2,3,4]",20,11
18,"[2,1,4,3]",10,"[1,2,3,4]","[4,2,7,5]","[2,4,5,7]",n4_o073_r1796,4,"[1,2,3,4]",20,11
18,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,2,7]","[2,4,5,7]",n4_o073_r1797,4,"[1,2,3,4]",20,11
18,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,7,2]","[2,4,5,7]",n4_o073_r1798,4,"[1,2,3,4]",20,11
18,"[3,1,4,2]",10,"[1,2,3,4]","[4,7,2,5]","[2,4,5,7]",n4_o073_r1799,4,"[1,2,3,4]",20,11
18,"[4,1,3,2]",10,"[1,2,3,4]","[4,7,5,2]","[2,4,5,7]",n4_o073_r1800,4,"[1,2,3,4]",20,11
18,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,4,7]","[2,4,5,7]",n4_o073_r1801,4,"[1,2,3,4]",20,11
18,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,7,4]","[2,4,5,7]",n4_o073_r1802,4,"[1,2,3,4]",20,11
18,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,2,7]","[2,4,5,7]",n4_o073_r1803,4,"[1,2,3,4]",20,11
18,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,7,2]","[2,4,5,7]",n4_o073_r1804,4,"[1,2,3,4]",20,11
18,"[3,4,1,2]",10,"[1,2,3,4]","[5,7,2,4]","[2,4,5,7]",n4_o073_r1805,4,"[1,2,3,4]",20,11
18,"[4,3,1,2]",10,"[1,2,3,4]","[5,7,4,2]","[2,4,5,7]",n4_o073_r1806,4,"[1,2,3,4]",20,11
18,"[2,3,4,1]",10,"[1,2,3,4]","[7,2,4,5]","[2,4,5,7]",n4_o073_r1807,4,"[1,2,3,4]",20,11
18,"[2,4,3,1]",10,"[1,2,3,4]","[7,2,5,4]","[2,4,5,7]",n4_o073_r1808,4,"[1,2,3,4]",20,11
18,"[3,2,4,1]",10,"[1,2,3,4]","[7,4,2,5]","[2,4,5,7]",n4_o073_r1809,4,"[1,2,3,4]",20,11
18,"[4,2,3,1]",10,"[1,2,3,4]","[7,4,5,2]","[2,4,5,7]",n4_o073_r1810,4,"[1,2,3,4]",20,11
18,"[3,4,2,1]",10,"[1,2,3,4]","[7,5,2,4]","[2,4,5,7]",n4_o073_r1811,4,"[1,2,3,4]",20,11
18,"[4,3,2,1]",10,"[1,2,3,4]","[7,5,4,2]","[2,4,5,7]",n4_o073_r1812,4,"[1,2,3,4]",20,11
19,"[1,2,3,4]",10,"[1,2,3,4]","[2,4,5,8]","[2,4,5,8]",n4_o074_r1813,4,"[1,2,3,4]",40,21
19,"[1,2,4,3]",10,"[1,2,3,4]","[2,4,8,5]","[2,4,5,8]",n4_o074_r1814,4,"[1,2,3,4]",40,21
19,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,4,8]","[2,4,5,8]",n4_o074_r1815,4,"[1,2,3,4]",40,21
19,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,8,4]","[2,4,5,8]",n4_o074_r1816,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[2,8,4,5]","[2,4,5,8]",n4_o074_r1817,4,"[1,2,3,4]",40,21
